c10,c20,label,max_nl,ok,residual_inf,seconds,status,theta,x,y
-2.3284070313767437e-09,7.867477258864317e-12,no_NL,0,True,2.263755245806897e-11,0.8519330024719238,OPTIMAL,0.34713730978892743,-9.68509487885536e-10,3.27250616763014e-12
-7.866987647098968e-10,2.1575851267283466e-10,no_NL,0,True,3.7040296152617503e-11,0.8554999828338623,OPTIMAL,0.38185104076782017,-3.2723025118114923e-10,8.974554869478958e-11
-1.479224745274985e-09,4.1999748290496e-10,no_NL,0,True,4.213139363947778e-11,0.9614999294281006,OPTIMAL,0.4165647717467129,-6.152889856490395e-10,1.7469950124698795e-10
-5.549495553871062e-10,4.0708484556916703e-11,no_NL,0,True,1.7124214902215656e-10,1.0017600059509277,OPTIMAL,0.45127850272560566,-2.3083331326845964e-10,1.693284421474344e-11
-8.230178266259226e-10,4.4226114632485436e-11,no_NL,0,True,7.055672250327206e-10,0.8518011569976807,OPTIMAL,0.4859922337044984,-3.4233729886772777e-10,1.839601541168207e-11
-5.016668513000567e-09,8.220844787651697e-10,no_NL,0,True,2.8336848595265502e-11,0.7726311683654785,OPTIMAL,0.5207059646833911,-2.0867017608793333e-09,3.419490693844564e-10
-3.749014631026643e-09,5.599872138261144e-10,no_NL,0,True,1.9126558478287624e-11,0.8981740474700928,OPTIMAL,0.5554196956622839,-1.5594164557320025e-09,2.3292874586643683e-10
-1.0904945201584112e-09,7.914023069147645e-11,no_NL,0,True,1.1033043924500937e-11,0.8505289554595947,OPTIMAL,0.5901334266411766,-4.535952155393216e-10,3.291867068998862e-11
-9.120508947234978e-09,8.07570026833699e-09,no_NL,0,True,4.469421833195344e-11,1.240156888961792,OPTIMAL,0.6248471576200694,-3.793709317446543e-09,3.35911729599077e-09
-1.0716528199484425e-09,8.389535023856304e-10,no_NL,0,True,3.374931349740425e-11,0.9751408100128174,OPTIMAL,0.6595608885989621,-4.457579408810074e-10,3.489658019435061e-10
-1.722847590244711e-09,7.232169284694364e-10,no_NL,0,True,2.3877365945055165e-11,1.0078940391540527,OPTIMAL,0.6942746195778549,-7.166248060787405e-10,3.0082474738444913e-10
-1.918982129185169e-09,1.1945073038880684e-09,no_NL,0,True,1.0935950701299736e-10,0.8131871223449707,OPTIMAL,0.7289883505567476,-7.982076905598828e-10,4.968597163529938e-10
-1.767768019068274e-08,1.685240426484299e-08,no_NL,0,True,5.3495463241186784e-11,1.2733802795410156,OPTIMAL,0.7637020815356403,-7.353096240376449e-09,7.009819676816721e-09
-2.4040808497142634,2.40404789526908,no_NL,0,True,4.912914519650258e-11,0.974463939666748,OPTIMAL,0.7984158125145331,-0.9999862915786938,0.9999725840557401
-2.4040808512392453,2.4040478966436254,no_NL,0,True,8.008963751563203e-11,0.9332458972930908,OPTIMAL,0.8331295434934258,-0.9999862922130156,0.9999725846274873
-2.404080851210388,2.4040478966590597,no_NL,0,True,5.373356838112313e-11,1.2058322429656982,OPTIMAL,0.8678432744723186,-0.9999862922010123,0.9999725846339073
-2.404080850069966,2.4040478946714696,no_NL,0,True,5.341860287444433e-11,0.8622143268585205,OPTIMAL,0.9025570054512113,-0.9999862917266495,0.9999725838071619
-2.4040808511418867,2.4040478964637177,no_NL,0,True,3.9319081787579346e-10,0.9792721271514893,OPTIMAL,0.9372707364301041,-0.999986292172519,0.9999725845526541
-2.4040808511703435,2.404047896582474,no_NL,0,True,8.08686451136964e-11,0.864886999130249,OPTIMAL,0.9719844674089968,-0.9999862921843558,0.9999725846020512
-2.404080850055911,2.40404789451725,no_NL,0,True,1.424944033178555e-10,0.8837680816650391,OPTIMAL,1.0066981983878895,-0.9999862917208033,0.9999725837430136
-2.4040808506760314,2.4040478955732203,no_NL,0,True,1.0123969362231243e-10,1.0449728965759277,OPTIMAL,1.0414119293667823,-0.9999862919787448,0.9999725841822484
-2.4040808513687852,2.404047896877673,no_NL,0,True,6.396125039769338e-11,0.831608772277832,OPTIMAL,1.076125660345675,-0.9999862922668983,0.9999725847248402
-2.404080850906042,2.404047896082706,no_NL,0,True,2.2213545604206263e-10,0.9082260131835938,OPTIMAL,1.1108393913245678,-0.9999862920744186,0.9999725843941709
-2.4040808513988003,2.4040478969095287,no_NL,0,True,1.5705343845807662e-10,0.8838851451873779,OPTIMAL,1.1455531223034605,-0.9999862922793832,0.9999725847380908
-2.404080848354543,2.4040478913121697,no_NL,0,True,8.733275891662393e-10,0.8559238910675049,OPTIMAL,1.1802668532823533,-0.9999862910131131,0.9999725824098487
